TeacherID,EventDate,EventType,CenterID,ClassroomID,Position,Notes
T-0126,2/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0131,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0143,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0144,2/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0145,2/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0146,2/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0147,2/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0154,2/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0155,2/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0158,2/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0161,2/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0167,2/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0014,2/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0019,2/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0033,2/1/2021,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0048,2/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0089,2/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0111,2/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0145,2/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0148,2/1/2021,Termination,C-HP,CL-HPTO-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0156,2/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0174,2/1/2021,Termination,C-JP,CL-JPIN-01,Teacher,Covid/post-Covid turnover wave
T-0009,3/1/2021,Promotion,C-TD,CL-TDPS-01,Lead Teacher,Promotion to Lead Teacher
T-0015,3/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0021,3/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0022,3/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0027,3/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0029,3/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0040,3/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0047,3/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0049,3/1/2021,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0067,3/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0068,3/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0071,3/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0090,3/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0112,3/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0130,3/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0131,3/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0140,3/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0169,3/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0170,3/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0172,3/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0180,3/1/2021,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0021,3/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0032,3/1/2021,Termination,C-JP,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0038,3/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0047,3/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0072,3/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0094,3/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0127,3/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0157,3/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0169,3/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0034,4/1/2021,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0037,4/1/2021,Promotion,C-HP,CL-HPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0041,4/1/2021,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0081,4/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0086,4/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0090,4/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0092,4/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0117,4/1/2021,Promotion,C-JP,CL-JPPS1-01,Teacher,Promotion to Teacher
T-0166,4/1/2021,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0168,4/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0171,4/1/2021,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0173,4/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0090,4/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0091,4/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0097,4/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0105,4/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0134,4/1/2021,Termination,C-TD,CL-TDPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0171,4/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0194,4/1/2021,Termination,C-HP,CL-HPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0117,5/1/2021,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0025,5/1/2021,Termination,C-TD,CL-TDTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0064,5/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0066,5/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0087,5/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0096,5/1/2021,Termination,C-TD,CL-TDTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0101,5/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0103,5/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0133,5/1/2021,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0142,5/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0144,5/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0147,5/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0170,5/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0185,6/1/2021,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0045,6/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0078,6/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0123,6/1/2021,Termination,C-TD,CL-TDPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0132,6/1/2021,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0154,6/1/2021,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0167,6/1/2021,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0182,6/1/2021,Termination,C-HP,CL-HPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0049,7/1/2021,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0175,7/1/2021,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0010,7/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0034,7/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0037,7/1/2021,Termination,C-HP,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0102,7/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0113,7/1/2021,Termination,C-TD,CL-TDIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0118,7/1/2021,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0152,7/1/2021,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0187,8/1/2021,Promotion,C-JP,CL-JPPS1-01,Teacher,Promotion to Teacher
T-0002,8/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0007,8/1/2021,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0017,8/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0039,8/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0131,8/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0162,8/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0172,8/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0179,8/1/2021,Termination,C-JP,CL-JPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0176,9/1/2021,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0049,9/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0065,9/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0088,9/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0109,9/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0116,9/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0130,9/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0139,9/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0181,9/1/2021,Termination,C-TD,CL-TDPS-01,Teacher,Covid/post-Covid turnover wave
T-0188,9/1/2021,Termination,C-JP,CL-JPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0189,9/1/2021,Termination,C-HP,CL-HPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0177,10/1/2021,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0015,10/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0042,10/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0044,10/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0057,10/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0080,10/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0124,10/1/2021,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0160,10/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0178,11/1/2021,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0031,11/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0050,11/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0068,11/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0110,11/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0114,11/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0115,11/1/2021,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0117,11/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0119,11/1/2021,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0121,11/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0150,11/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0186,11/1/2021,Termination,C-HP,CL-HPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0190,11/1/2021,Termination,C-JP,CL-JPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0196,11/1/2021,Termination,C-TD,CL-TDTO-01,Teacher,Covid/post-Covid turnover wave
T-0035,12/1/2021,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0051,12/1/2021,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0062,12/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0063,12/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0075,12/1/2021,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0100,12/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0106,12/1/2021,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0108,12/1/2021,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0141,12/1/2021,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0143,12/1/2021,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0173,12/1/2021,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0183,12/1/2021,Termination,C-JP,CL-JPTO-01,Teacher,Covid/post-Covid turnover wave
T-0003,1/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0016,1/1/2022,Termination,C-JP,,Site Supervisor,Covid/post-Covid turnover wave
T-0067,1/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0086,1/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0098,1/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0158,1/1/2022,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0159,1/1/2022,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0180,2/1/2022,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0008,2/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0043,2/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0076,2/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0028,3/1/2022,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0070,3/1/2022,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0099,3/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0120,3/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0125,3/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0129,3/1/2022,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0166,3/1/2022,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0175,3/1/2022,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0027,4/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0040,4/1/2022,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0055,4/1/2022,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0079,4/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0085,4/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0146,4/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0178,4/1/2022,Termination,C-HP,CL-HPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0180,4/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0191,4/1/2022,Termination,C-JP,CL-JPPS2-01,Teacher,Covid/post-Covid turnover wave
T-0009,5/1/2022,Termination,C-TD,CL-TDPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0052,5/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0136,5/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0163,5/1/2022,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0192,5/1/2022,Termination,C-JP,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0197,5/2/2022,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire during rebuilding phase May 2022
T-0083,6/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0193,6/1/2022,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0185,7/1/2022,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0187,7/1/2022,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0058,7/1/2022,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0081,7/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0082,7/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0092,7/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0112,7/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0195,7/1/2022,Termination,C-JP,CL-JPPS1-01,Teacher,Covid/post-Covid turnover wave
T-0046,8/1/2022,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0071,8/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0137,8/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0004,9/1/2022,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0122,9/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0187,9/1/2022,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0197,9/1/2022,Termination,,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0198,9/30/2022,Hire,C-LCV,CL-LCVPS-01,Assistant Teacher,Hire during rebuilding phase September 2022
T-0029,10/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0093,10/1/2022,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0149,10/1/2022,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0199,10/21/2022,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire during rebuilding phase October 2022
T-0200,11/26/2022,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire during rebuilding phase November 2022
T-0107,12/1/2022,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0161,12/1/2022,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0201,1/9/2023,Hire,C-HP,CL-HPPS1-01,Assistant Teacher,Hire during rebuilding phase January 2023
T-0202,1/9/2023,Hire,C-JP,CL-JPPS1-01,Lead Teacher,Hire during rebuilding phase January 2023
T-0203,1/11/2023,Hire,C-LCV,CL-LCVPS-01,Teacher,Hire during rebuilding phase January 2023
T-0204,1/26/2023,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire during rebuilding phase January 2023
T-0205,1/16/2023,Hire,C-TD,CL-TDIN-01,Teacher,Hire during rebuilding phase January 2023
T-0030,2/1/2023,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0165,2/1/2023,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0177,2/1/2023,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0206,2/4/2023,Hire,C-JP,CL-JPPS1-01,Teacher,Hire during rebuilding phase February 2023
T-0104,3/1/2023,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0207,3/22/2023,Hire,C-HP,CL-HPPS2-01,Lead Teacher,Hire during rebuilding phase March 2023
T-0151,5/1/2023,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Covid/post-Covid turnover wave
T-0208,5/25/2023,Hire,C-HP,CL-HPIN-01,Assistant Teacher,Hire during rebuilding phase May 2023
T-0209,5/11/2023,Hire,C-HP,CL-HPIN-01,Teacher,Hire during rebuilding phase May 2023
T-0210,5/3/2023,Hire,C-HP,CL-HPIN-01,Teacher,Hire during rebuilding phase May 2023
T-0211,5/26/2023,Hire,C-HP,CL-HPIN-01,Lead Teacher,Hire during rebuilding phase May 2023
T-0053,6/1/2023,Termination,C-TD,CL-TDTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0208,6/1/2023,Termination,,CL-HPIN-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0209,6/1/2023,Termination,,CL-HPIN-01,Teacher,Covid/post-Covid turnover wave
T-0212,6/12/2023,Hire,C-HP,CL-HPIN-01,Lead Teacher,Hire during rebuilding phase June 2023
T-0213,6/13/2023,Hire,C-HP,CL-HPIN-01,Lead Teacher,Hire during rebuilding phase June 2023
T-0061,7/1/2023,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0155,7/1/2023,Termination,C-JP,CL-JPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0212,8/1/2023,Termination,,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0214,8/24/2023,Hire,C-HP,CL-HPIN-01,Lead Teacher,Hire during rebuilding phase August 2023
T-0215,8/31/2023,Hire,C-JP,CL-JPPS2-01,Teacher,Hire during rebuilding phase August 2023
T-0140,9/1/2023,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Covid/post-Covid turnover wave
T-0201,9/1/2023,Termination,,CL-HPPS1-01,Assistant Teacher,Covid/post-Covid turnover wave
T-0198,10/1/2023,Promotion,,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0168,10/1/2023,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Covid/post-Covid turnover wave
T-0216,11/30/2023,Hire,C-LCV,CL-LCVIN-01,Teacher,Hire during rebuilding phase November 2023
T-0022,12/1/2023,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0138,12/1/2023,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0217,12/4/2023,Hire,C-JP,CL-JPTO-01,Lead Teacher,Hire during rebuilding phase December 2023
T-0060,1/1/2024,Termination,C-JP,CL-JPTO-01,Lead Teacher,Covid/post-Covid turnover wave
T-0205,1/1/2024,Termination,,CL-TDIN-01,Teacher,Covid/post-Covid turnover wave
T-0214,1/1/2024,Termination,,CL-HPIN-01,Lead Teacher,Covid/post-Covid turnover wave
T-0216,1/1/2024,Termination,,CL-LCVIN-01,Teacher,Covid/post-Covid turnover wave
T-0218,1/14/2024,Hire,C-HP,CL-HPIN-01,Assistant Teacher,Hire during rebuilding phase January 2024
T-0219,1/24/2024,Hire,C-JP,CL-JPTO-01,Teacher,Hire during rebuilding phase January 2024
T-0220,1/31/2024,Hire,C-LCV,CL-LCVIN-01,Teacher,Hire during rebuilding phase January 2024
T-0221,1/29/2024,Hire,C-TD,CL-TDIN-01,Teacher,Hire during rebuilding phase January 2024
T-0222,2/29/2024,Hire,C-HP,CL-HPTO-01,Lead Teacher,Hire during rebuilding phase February 2024
