EnrollmentID,ChildID,ClassroomID,CenterID,ScheduleType,RateName,InitialEnrollment,BeginningDate,FinishingDate,Notes
ENR0081,CH0524,CL-JPPS2-01,C-JP,Part-Time-3Day,27-28 (Placeholder),3/23/2025,7/1/2027,1/24/2028,Rate policy change
ENR0082,CH0525,CL-JPPS1-01,C-JP,Full-Time,24-25,12/11/2024,12/11/2024,6/30/2025,Initial enrollment
ENR0082,CH0525,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,12/11/2024,7/1/2025,10/11/2025,Rate policy change
ENR0083,CH0525,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/11/2024,10/12/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0083,CH0525,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,12/11/2024,6/30/2026,6/30/2026,Rate policy change
ENR0083,CH0525,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),12/11/2024,7/1/2026,6/30/2027,Rate policy change
ENR0083,CH0525,CL-JPPS2-01,C-JP,Part-Time-3Day,27-28 (Placeholder),12/11/2024,7/1/2027,10/12/2027,Rate policy change
ENR0084,CH0526,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,1/30/2025,1/30/2025,6/30/2025,Initial enrollment
ENR0084,CH0526,CL-JPPS1-01,C-JP,Part-Time-3Day,25-26 Grandfathered,1/30/2025,7/1/2025,7/30/2025,Rate policy change
ENR0085,CH0526,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,1/30/2025,7/31/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0085,CH0526,CL-JPPS2-01,C-JP,Full-Time,25-26,1/30/2025,6/30/2026,6/30/2026,Rate policy change
ENR0085,CH0526,CL-JPPS2-01,C-JP,Full-Time,26-27 (Placeholder),1/30/2025,7/1/2026,6/30/2027,Rate policy change
ENR0085,CH0526,CL-JPPS2-01,C-JP,Full-Time,27-28 (Placeholder),1/30/2025,7/1/2027,7/31/2027,Rate policy change
ENR0086,CH0527,CL-JPPS1-01,C-JP,Full-Time,24-25,4/2/2025,4/2/2025,6/30/2025,Initial enrollment
ENR0086,CH0527,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,4/2/2025,7/1/2025,1/2/2026,Rate policy change
ENR0087,CH0527,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,4/2/2025,1/3/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0087,CH0527,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),4/2/2025,7/1/2026,6/30/2027,Rate policy change
ENR0087,CH0527,CL-JPPS2-01,C-JP,Part-Time-3Day,27-28 (Placeholder),4/2/2025,7/1/2027,1/3/2028,Rate policy change
ENR0088,CH0528,CL-JPTO-01,C-JP,Part-Time-3Day,24-25,2/1/2025,2/1/2025,3/1/2025,Initial enrollment
ENR0089,CH0528,CL-JPPS1-01,C-JP,Full-Time,24-25,2/1/2025,3/2/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0089,CH0528,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,2/1/2025,7/1/2025,3/2/2026,Rate policy change
ENR0090,CH0528,CL-JPPS2-01,C-JP,Full-Time,25-26,2/1/2025,3/3/2026,6/30/2026,Aged into new classroom; Rate policy change
ENR0090,CH0528,CL-JPPS2-01,C-JP,Full-Time,26-27 (Placeholder),2/1/2025,7/1/2026,6/30/2027,Rate policy change
ENR0090,CH0528,CL-JPPS2-01,C-JP,Full-Time,27-28 (Placeholder),2/1/2025,7/1/2027,3/3/2028,Rate policy change
ENR0091,CH0529,CL-JPPS1-01,C-JP,Full-Time,24-25,12/23/2024,12/23/2024,6/30/2025,Initial enrollment
ENR0091,CH0529,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,12/23/2024,7/1/2025,11/23/2025,Rate policy change
ENR0092,CH0529,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,12/23/2024,11/24/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0092,CH0529,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,12/23/2024,6/30/2026,6/30/2026,Rate policy change
ENR0092,CH0529,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),12/23/2024,7/1/2026,6/30/2027,Rate policy change
ENR0092,CH0529,CL-JPPS2-01,C-JP,Part-Time-2Day,27-28 (Placeholder),12/23/2024,7/1/2027,11/24/2027,Rate policy change
ENR0093,CH0530,CL-JPPS1-01,C-JP,Part-Time-2Day,24-25,12/6/2024,12/6/2024,5/6/2025,Initial enrollment
ENR0094,CH0530,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,12/6/2024,5/7/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0094,CH0530,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/6/2024,7/1/2025,6/29/2026,Rate policy change
ENR0094,CH0530,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,12/6/2024,6/30/2026,6/30/2026,Rate policy change
ENR0094,CH0530,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),12/6/2024,7/1/2026,5/7/2027,Rate policy change
ENR0095,CH0531,CL-JPPS1-01,C-JP,Full-Time,24-25,12/5/2024,12/5/2024,6/30/2025,Initial enrollment
ENR0095,CH0531,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,12/5/2024,7/1/2025,7/5/2025,Rate policy change
ENR0096,CH0531,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,12/5/2024,7/6/2025,6/29/2026,Aged into new classroom
ENR0096,CH0531,CL-JPPS2-01,C-JP,Full-Time,25-26,12/5/2024,6/30/2026,6/30/2026,Rate policy change
ENR0096,CH0531,CL-JPPS2-01,C-JP,Full-Time,26-27 (Placeholder),12/5/2024,7/1/2026,6/30/2027,Rate policy change
ENR0096,CH0531,CL-JPPS2-01,C-JP,Full-Time,27-28 (Placeholder),12/5/2024,7/1/2027,7/6/2027,Rate policy change
ENR0097,CH0532,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,12/28/2024,12/28/2024,6/30/2025,Initial enrollment
ENR0097,CH0532,CL-JPPS1-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/28/2024,7/1/2025,10/28/2025,Rate policy change
ENR0098,CH0532,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/28/2024,10/29/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0098,CH0532,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,12/28/2024,6/30/2026,6/30/2026,Rate policy change
ENR0098,CH0532,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),12/28/2024,7/1/2026,6/30/2027,Rate policy change
ENR0098,CH0532,CL-JPPS2-01,C-JP,Part-Time-3Day,27-28 (Placeholder),12/28/2024,7/1/2027,10/29/2027,Rate policy change
ENR0099,CH0533,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,3/15/2025,3/15/2025,6/15/2025,Initial enrollment
ENR0100,CH0533,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,3/15/2025,6/16/2025,6/30/2025,Aged into new classroom
ENR0100,CH0533,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,3/15/2025,7/1/2025,6/29/2026,Rate policy change
ENR0100,CH0533,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,3/15/2025,6/30/2026,6/30/2026,Rate policy change
ENR0100,CH0533,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),3/15/2025,7/1/2026,6/16/2027,Rate policy change
ENR0101,CH0534,CL-JPPS1-01,C-JP,Full-Time,24-25,12/14/2024,12/14/2024,6/30/2025,Initial enrollment
ENR0101,CH0534,CL-JPPS1-01,C-JP,Full-Time,25-26 Grandfathered,12/14/2024,7/1/2025,10/14/2025,Rate policy change
ENR0102,CH0534,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,12/14/2024,10/15/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0102,CH0534,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,12/14/2024,6/30/2026,6/30/2026,Rate policy change
ENR0102,CH0534,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),12/14/2024,7/1/2026,6/30/2027,Rate policy change
ENR0102,CH0534,CL-JPPS2-01,C-JP,Part-Time-2Day,27-28 (Placeholder),12/14/2024,7/1/2027,10/15/2027,Rate policy change
ENR0103,CH0535,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,3/1/2025,3/1/2025,6/30/2025,Initial enrollment
ENR0103,CH0535,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,3/1/2025,7/1/2025,12/31/2025,Rate policy change
ENR0104,CH0536,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,1/5/2025,1/5/2025,6/30/2025,Initial enrollment
ENR0104,CH0536,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,1/5/2025,7/1/2025,6/29/2026,Rate policy change
ENR0104,CH0536,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,1/5/2025,6/30/2026,6/30/2026,Rate policy change
ENR0104,CH0536,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),1/5/2025,7/1/2026,11/5/2026,Rate policy change
ENR0105,CH0537,CL-JPPS1-01,C-JP,Full-Time,24-25,2/19/2025,2/19/2025,4/19/2025,Initial enrollment
ENR0106,CH0537,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,2/19/2025,4/20/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0106,CH0537,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,2/19/2025,7/1/2025,6/29/2026,Rate policy change
ENR0106,CH0537,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,2/19/2025,6/30/2026,6/30/2026,Rate policy change
ENR0106,CH0537,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),2/19/2025,7/1/2026,4/20/2027,Rate policy change
ENR0107,CH0538,CL-JPPS2-01,C-JP,Full-Time,24-25,3/16/2025,3/16/2025,6/30/2025,Initial enrollment
ENR0107,CH0538,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,3/16/2025,7/1/2025,6/29/2026,Rate policy change
ENR0107,CH0538,CL-JPPS2-01,C-JP,Full-Time,25-26,3/16/2025,6/30/2026,6/30/2026,Rate policy change
ENR0107,CH0538,CL-JPPS2-01,C-JP,Full-Time,26-27 (Placeholder),3/16/2025,7/1/2026,9/16/2026,Rate policy change
ENR0108,CH0539,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,4/13/2025,4/13/2025,6/30/2025,Initial enrollment
ENR0108,CH0539,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,4/13/2025,7/1/2025,6/29/2026,Rate policy change
ENR0108,CH0539,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,4/13/2025,6/30/2026,6/30/2026,Rate policy change
ENR0108,CH0539,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),4/13/2025,7/1/2026,10/13/2026,Rate policy change
ENR0109,CH0540,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,12/10/2024,12/10/2024,6/30/2025,Initial enrollment
ENR0109,CH0540,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/10/2024,7/1/2025,10/10/2025,Rate policy change
ENR0110,CH0541,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,3/18/2025,3/18/2025,6/30/2025,Initial enrollment
ENR0110,CH0541,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,3/18/2025,7/1/2025,6/29/2026,Rate policy change
ENR0110,CH0541,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,3/18/2025,6/30/2026,6/30/2026,Rate policy change
ENR0110,CH0541,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),3/18/2025,7/1/2026,11/18/2026,Rate policy change
ENR0111,CH0542,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,11/3/2024,11/3/2024,6/30/2025,Initial enrollment
ENR0111,CH0542,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,11/3/2024,7/1/2025,12/31/2025,Rate policy change
ENR0112,CH0543,CL-JPPS1-01,C-JP,Full-Time,24-25,1/12/2025,1/12/2025,3/12/2025,Initial enrollment
ENR0113,CH0543,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,1/12/2025,3/13/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0113,CH0543,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,1/12/2025,7/1/2025,6/29/2026,Rate policy change
ENR0113,CH0543,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,1/12/2025,6/30/2026,6/30/2026,Rate policy change
ENR0113,CH0543,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),1/12/2025,7/1/2026,3/13/2027,Rate policy change
ENR0114,CH0544,CL-JPPS2-01,C-JP,Full-Time,24-25,2/12/2025,2/12/2025,6/30/2025,Initial enrollment
ENR0114,CH0544,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,2/12/2025,7/1/2025,8/12/2025,Rate policy change
ENR0115,CH0545,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,11/10/2024,11/10/2024,6/30/2025,Initial enrollment
ENR0115,CH0545,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,11/10/2024,7/1/2025,11/10/2025,Rate policy change
ENR0116,CH0546,CL-JPPS1-01,C-JP,Part-Time-3Day,24-25,11/17/2024,11/17/2024,3/17/2025,Initial enrollment
ENR0117,CH0546,CL-JPPS2-01,C-JP,Full-Time,24-25,11/17/2024,3/18/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0117,CH0546,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,11/17/2024,7/1/2025,6/29/2026,Rate policy change
ENR0117,CH0546,CL-JPPS2-01,C-JP,Full-Time,25-26,11/17/2024,6/30/2026,6/30/2026,Rate policy change
ENR0117,CH0546,CL-JPPS2-01,C-JP,Full-Time,26-27 (Placeholder),11/17/2024,7/1/2026,3/18/2027,Rate policy change
ENR0118,CH0547,CL-JPPS1-01,C-JP,Part-Time-2Day,24-25,10/31/2024,10/31/2024,3/31/2025,Initial enrollment
ENR0119,CH0547,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,10/31/2024,4/1/2025,6/30/2025,Aged into new classroom
ENR0119,CH0547,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,10/31/2024,7/1/2025,6/29/2026,Rate policy change
ENR0119,CH0547,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,10/31/2024,6/30/2026,6/30/2026,Rate policy change
ENR0119,CH0547,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),10/31/2024,7/1/2026,4/1/2027,Rate policy change
ENR0120,CH0548,CL-JPPS1-01,C-JP,Full-Time,24-25,11/2/2024,11/2/2024,1/2/2025,Initial enrollment
ENR0121,CH0548,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,11/2/2024,1/3/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0121,CH0548,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26 Grandfathered,11/2/2024,7/1/2025,6/29/2026,Rate policy change
ENR0121,CH0548,CL-JPPS2-01,C-JP,Part-Time-2Day,25-26,11/2/2024,6/30/2026,6/30/2026,Rate policy change
ENR0121,CH0548,CL-JPPS2-01,C-JP,Part-Time-2Day,26-27 (Placeholder),11/2/2024,7/1/2026,1/3/2027,Rate policy change
ENR0122,CH0549,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,4/6/2025,4/6/2025,6/30/2025,Initial enrollment
ENR0122,CH0549,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,4/6/2025,7/1/2025,6/29/2026,Rate policy change
ENR0122,CH0549,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,4/6/2025,6/30/2026,6/30/2026,Rate policy change
ENR0122,CH0549,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),4/6/2025,7/1/2026,4/6/2027,Rate policy change
ENR0123,CH0550,CL-JPPS2-01,C-JP,Part-Time-2Day,24-25,3/20/2025,3/20/2025,6/20/2025,Initial enrollment
ENR0124,CH0551,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,12/26/2024,12/26/2024,6/30/2025,Initial enrollment
ENR0124,CH0551,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/26/2024,7/1/2025,12/31/2025,Rate policy change
ENR0125,CH0552,CL-JPPS2-01,C-JP,Full-Time,24-25,3/18/2025,3/18/2025,6/30/2025,Initial enrollment
ENR0125,CH0552,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,3/18/2025,7/1/2025,12/31/2025,Rate policy change
ENR0126,CH0553,CL-JPPS2-01,C-JP,Full-Time,24-25,2/13/2025,2/13/2025,6/30/2025,Initial enrollment
ENR0126,CH0553,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,2/13/2025,7/1/2025,11/13/2025,Rate policy change
ENR0127,CH0554,CL-JPPS2-01,C-JP,Full-Time,24-25,10/21/2024,10/21/2024,6/30/2025,Initial enrollment
ENR0127,CH0554,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,10/21/2024,7/1/2025,12/31/2025,Rate policy change
ENR0128,CH0555,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,2/25/2025,2/25/2025,6/30/2025,Initial enrollment
ENR0128,CH0555,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,2/25/2025,7/1/2025,6/29/2026,Rate policy change
ENR0128,CH0555,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,2/25/2025,6/30/2026,6/30/2026,Rate policy change
ENR0128,CH0555,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),2/25/2025,7/1/2026,12/25/2026,Rate policy change
ENR0129,CH0556,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,10/25/2024,10/25/2024,6/25/2025,Initial enrollment
ENR0130,CH0557,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,4/16/2025,4/16/2025,6/30/2025,Initial enrollment
ENR0130,CH0557,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,4/16/2025,7/1/2025,8/16/2025,Rate policy change
ENR0131,CH0558,CL-JPPS2-01,C-JP,Full-Time,24-25,1/1/2025,1/1/2025,6/30/2025,Initial enrollment
ENR0131,CH0558,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,1/1/2025,7/1/2025,6/29/2026,Rate policy change
ENR0131,CH0558,CL-JPPS2-01,C-JP,Full-Time,25-26,1/1/2025,6/30/2026,7/1/2026,Rate policy change
ENR0132,CH0559,CL-JPPS2-01,C-JP,Full-Time,24-25,3/24/2025,3/24/2025,6/30/2025,Initial enrollment
ENR0132,CH0559,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,3/24/2025,7/1/2025,7/24/2025,Rate policy change
ENR0133,CH0560,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,12/6/2024,12/6/2024,6/30/2025,Initial enrollment
ENR0133,CH0560,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,12/6/2024,7/1/2025,7/6/2025,Rate policy change
ENR0134,CH0561,CL-JPPS2-01,C-JP,Part-Time-3Day,24-25,11/10/2024,11/10/2024,6/30/2025,Initial enrollment
ENR0134,CH0561,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26 Grandfathered,11/10/2024,7/1/2025,6/29/2026,Rate policy change
ENR0134,CH0561,CL-JPPS2-01,C-JP,Part-Time-3Day,25-26,11/10/2024,6/30/2026,6/30/2026,Rate policy change
ENR0134,CH0561,CL-JPPS2-01,C-JP,Part-Time-3Day,26-27 (Placeholder),11/10/2024,7/1/2026,8/10/2026,Rate policy change
ENR0135,CH0562,CL-JPPS2-01,C-JP,Full-Time,24-25,10/21/2024,10/21/2024,6/30/2025,Initial enrollment
ENR0135,CH0562,CL-JPPS2-01,C-JP,Full-Time,25-26 Grandfathered,10/21/2024,7/1/2025,9/21/2025,Rate policy change
ENR0136,CH0602,CL-HPIN-01,C-HP,Full-Time,24-25,11/11/2024,11/11/2024,6/11/2025,Initial enrollment
ENR0137,CH0602,CL-HPTO-01,C-HP,Full-Time,24-25,11/11/2024,6/12/2025,6/30/2025,Aged into new classroom
ENR0137,CH0602,CL-HPTO-01,C-HP,Full-Time,25-26 Grandfathered,11/11/2024,7/1/2025,5/12/2026,Rate policy change
ENR0138,CH0602,CL-HPPS1-01,C-HP,Part-Time-2Day,25-26,11/11/2024,5/13/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0138,CH0602,CL-HPPS1-01,C-HP,Part-Time-2Day,26-27 (Placeholder),11/11/2024,7/1/2026,5/13/2027,Rate policy change
ENR0139,CH0602,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),11/11/2024,5/14/2027,6/30/2027,Aged into new classroom
ENR0139,CH0602,CL-HPPS2-01,C-HP,Part-Time-2Day,27-28 (Placeholder),11/11/2024,7/1/2027,6/30/2028,Rate policy change
ENR0139,CH0602,CL-HPPS2-01,C-HP,Part-Time-2Day,28-29 (Placeholder),11/11/2024,7/1/2028,5/14/2029,Rate policy change
ENR0140,CH0604,CL-HPIN-01,C-HP,Full-Time,24-25,3/22/2025,3/22/2025,6/30/2025,Initial enrollment
ENR0140,CH0604,CL-HPIN-01,C-HP,Full-Time,25-26 Grandfathered,3/22/2025,7/1/2025,4/22/2026,Rate policy change
ENR0141,CH0604,CL-HPTO-01,C-HP,Full-Time,25-26,3/22/2025,4/23/2026,6/30/2026,Aged into new classroom; Rate policy change
ENR0141,CH0604,CL-HPTO-01,C-HP,Full-Time,26-27 (Placeholder),3/22/2025,7/1/2026,3/23/2027,Rate policy change
ENR0142,CH0604,CL-HPPS1-01,C-HP,Part-Time-3Day,26-27 (Placeholder),3/22/2025,3/24/2027,6/30/2027,Aged into new classroom; Schedule change
ENR0142,CH0604,CL-HPPS1-01,C-HP,Part-Time-3Day,27-28 (Placeholder),3/22/2025,7/1/2027,3/24/2028,Rate policy change
ENR0143,CH0604,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),3/22/2025,3/25/2028,6/30/2028,Aged into new classroom; Schedule change
ENR0143,CH0604,CL-HPPS2-01,C-HP,Full-Time,28-29 (Placeholder),3/22/2025,7/1/2028,6/30/2029,Rate policy change
ENR0143,CH0604,CL-HPPS2-01,C-HP,Full-Time,29-30 (Placeholder),3/22/2025,7/1/2029,3/25/2030,Rate policy change
ENR0144,CH0605,CL-HPTO-01,C-HP,Part-Time-2Day,24-25,2/27/2025,2/27/2025,6/30/2025,Initial enrollment
ENR0144,CH0605,CL-HPTO-01,C-HP,Part-Time-2Day,25-26 Grandfathered,2/27/2025,7/1/2025,8/27/2025,Rate policy change
ENR0145,CH0605,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,2/27/2025,8/28/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0145,CH0605,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26,2/27/2025,6/30/2026,6/30/2026,Rate policy change
ENR0145,CH0605,CL-HPPS1-01,C-HP,Part-Time-3Day,26-27 (Placeholder),2/27/2025,7/1/2026,8/28/2026,Rate policy change
ENR0146,CH0605,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),2/27/2025,8/29/2026,6/30/2027,Aged into new classroom; Schedule change
ENR0146,CH0605,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),2/27/2025,7/1/2027,6/30/2028,Rate policy change
ENR0146,CH0605,CL-HPPS2-01,C-HP,Full-Time,28-29 (Placeholder),2/27/2025,7/1/2028,8/29/2028,Rate policy change
ENR0147,CH0606,CL-HPTO-01,C-HP,Part-Time-3Day,24-25,2/26/2025,2/26/2025,6/26/2025,Initial enrollment
ENR0148,CH0606,CL-HPPS1-01,C-HP,Part-Time-2Day,24-25,2/26/2025,6/27/2025,6/30/2025,Aged into new classroom; Schedule change
ENR0148,CH0606,CL-HPPS1-01,C-HP,Part-Time-2Day,25-26 Grandfathered,2/26/2025,7/1/2025,6/27/2026,Rate policy change
ENR0149,CH0606,CL-HPPS2-01,C-HP,Full-Time,25-26,2/26/2025,6/28/2026,6/30/2026,Aged into new classroom; Schedule change; Rate policy change
ENR0149,CH0606,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),2/26/2025,7/1/2026,6/30/2027,Rate policy change
ENR0149,CH0606,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),2/26/2025,7/1/2027,6/28/2028,Rate policy change
ENR0150,CH0607,CL-HPTO-01,C-HP,Full-Time,24-25,12/6/2024,12/6/2024,6/30/2025,Initial enrollment
ENR0150,CH0607,CL-HPTO-01,C-HP,Full-Time,25-26 Grandfathered,12/6/2024,7/1/2025,11/6/2025,Rate policy change
ENR0151,CH0607,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,12/6/2024,11/7/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0151,CH0607,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26,12/6/2024,6/30/2026,6/30/2026,Rate policy change
ENR0151,CH0607,CL-HPPS1-01,C-HP,Part-Time-3Day,26-27 (Placeholder),12/6/2024,7/1/2026,11/7/2026,Rate policy change
ENR0152,CH0607,CL-HPPS2-01,C-HP,Part-Time-2Day,26-27 (Placeholder),12/6/2024,11/8/2026,6/30/2027,Aged into new classroom; Schedule change
ENR0152,CH0607,CL-HPPS2-01,C-HP,Part-Time-2Day,27-28 (Placeholder),12/6/2024,7/1/2027,6/30/2028,Rate policy change
ENR0152,CH0607,CL-HPPS2-01,C-HP,Part-Time-2Day,28-29 (Placeholder),12/6/2024,7/1/2028,11/8/2028,Rate policy change
ENR0153,CH0608,CL-HPTO-01,C-HP,Full-Time,24-25,1/17/2025,1/17/2025,6/30/2025,Initial enrollment
ENR0153,CH0608,CL-HPTO-01,C-HP,Full-Time,25-26 Grandfathered,1/17/2025,7/1/2025,12/17/2025,Rate policy change
ENR0154,CH0608,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26 Grandfathered,1/17/2025,12/18/2025,6/29/2026,Aged into new classroom; Schedule change
ENR0154,CH0608,CL-HPPS1-01,C-HP,Part-Time-3Day,25-26,1/17/2025,6/30/2026,6/30/2026,Rate policy change
ENR0154,CH0608,CL-HPPS1-01,C-HP,Part-Time-3Day,26-27 (Placeholder),1/17/2025,7/1/2026,12/18/2026,Rate policy change
ENR0155,CH0608,CL-HPPS2-01,C-HP,Full-Time,26-27 (Placeholder),1/17/2025,12/19/2026,6/30/2027,Aged into new classroom; Schedule change
ENR0155,CH0608,CL-HPPS2-01,C-HP,Full-Time,27-28 (Placeholder),1/17/2025,7/1/2027,6/30/2028,Rate policy change
ENR0155,CH0608,CL-HPPS2-01,C-HP,Full-Time,28-29 (Placeholder),1/17/2025,7/1/2028,12/19/2028,Rate policy change
ENR0156,CH0609,CL-HPTO-01,C-HP,Full-Time,24-25,1/4/2025,1/4/2025,4/4/2025,Initial enrollment
ENR0157,CH0609,CL-HPPS1-01,C-HP,Full-Time,24-25,1/4/2025,4/5/2025,6/30/2025,Aged into new classroom
