PaymentID,ChildID,GivingEntityID,PaymentDate,LinkedInvoiceID,AmountPaid,PaymentMethod,Notes
PMID0000000000285,ChildA-1494,IND0461,8/7/1999,INV1999070007,896,Credit Card,Family payment
PMID0000000000286,ChildA-1754,FAM0256,8/4/1999,INV1999070008,540,ACH,Family payment
PMID0000000000287,ChildA-1802,FAM0181,8/10/1999,INV1999070009,1323,ACH,Family payment
PMID0000000000288,ChildA-2412,IND0511,8/6/1999,INV1999070010,1500,Credit Card,Family payment
PMID0000000000289,ChildA-1003,IND0092,9/9/1999,INV1999080001,950,ACH,Family payment
PMID0000000000290,ChildA-1064,FAM0280,9/5/1999,INV1999080002,1396,Check,Family payment
PMID0000000000291,ChildA-1073,IND0764,9/9/1999,INV1999080003,1284,ACH,Family payment
PMID0000000000292,ChildA-1254,SUB002,10/7/1999,INV1999080004,459,Agency ACH,Subsidy payment
PMID0000000000293,ChildA-1254,ChildA-1254-FAM,9/2/1999,INV1999080004,81,ACH,Family payment
PMID0000000000294,ChildA-1266,FAM0157,9/8/1999,INV1999080005,540,Credit Card,Family payment
PMID0000000000295,ChildA-1286,SUB002,9/17/1999,INV1999080006,1124.55,Wire Transfer,Subsidy payment
PMID0000000000296,ChildA-1286,ChildA-1286-FAM,9/3/1999,INV1999080006,198.45,Credit Card,Family payment
PMID0000000000297,ChildA-1318,IND0276,9/2/1999,INV1999080007,896,ACH,Family payment
PMID0000000000298,ChildA-1366,FAM0963,9/8/1999,INV1999080008,896,Check,Family payment
PMID0000000000299,ChildA-1366,FAM0963,9/9/1999,INV1999080009,896,Credit Card,Family payment
PMID0000000000300,ChildA-1494,IND0461,9/9/1999,INV1999080010,896,Check,Family payment
PMID0000000000301,ChildA-1754,FAM0256,9/3/1999,INV1999080011,540,Check,Family payment
PMID0000000000302,ChildA-1802,FAM0181,9/3/1999,INV1999080012,1323,ACH,Family payment
PMID0000000000303,ChildA-2412,IND0511,9/3/1999,INV1999080013,1500,Credit Card,Family payment
PMID0000000000304,ChildA-1003,IND0092,10/4/1999,INV1999090001,950,ACH,Family payment
PMID0000000000305,ChildA-1064,FAM0280,10/3/1999,INV1999090002,1396,ACH,Family payment
PMID0000000000306,ChildA-1073,IND0764,10/5/1999,INV1999090003,1284,Credit Card,Family payment
PMID0000000000307,ChildA-1254,SUB002,11/1/1999,INV1999090004,459,Agency ACH,Subsidy payment
PMID0000000000308,ChildA-1254,ChildA-1254-FAM,10/2/1999,INV1999090004,81,Credit Card,Family payment
PMID0000000000309,ChildA-1266,FAM0157,10/1/1999,INV1999090005,540,ACH,Family payment
PMID0000000000310,ChildA-1286,SUB002,11/14/1999,INV1999090006,1124.55,Agency ACH,Subsidy payment
PMID0000000000311,ChildA-1286,ChildA-1286-FAM,10/6/1999,INV1999090006,198.45,ACH,Family payment
PMID0000000000312,ChildA-1318,IND0276,10/3/1999,INV1999090007,896,Credit Card,Family payment
PMID0000000000313,ChildA-1390,SUB002,10/15/1999,INV1999090008,761.6,Wire Transfer,Subsidy payment
PMID0000000000314,ChildA-1390,ChildA-1390-FAM,10/2/1999,INV1999090008,134.4,Check,Family payment
PMID0000000000315,ChildA-1494,IND0461,10/2/1999,INV1999090009,896,Check,Family payment
PMID0000000000316,ChildA-1754,FAM0256,9/30/1999,INV1999090010,540,Credit Card,Family payment
PMID0000000000317,ChildA-1802,FAM0181,10/9/1999,INV1999090011,1323,ACH,Family payment
PMID0000000000318,ChildA-2412,IND0511,10/1/1999,INV1999090012,1500,Credit Card,Family payment
PMID0000000000319,ChildA-2412,IND0511,10/1/1999,INV1999090013,1323,Check,Family payment
PMID0000000000320,ChildA-1003,IND0092,11/10/1999,INV1999100001,950,Check,Family payment
PMID0000000000321,ChildA-1064,FAM0280,10/31/1999,INV1999100002,1396,Credit Card,Family payment
PMID0000000000322,ChildA-1073,IND0764,11/10/1999,INV1999100003,1284,Credit Card,Family payment
PMID0000000000323,ChildA-1254,SUB002,11/17/1999,INV1999100004,459,Wire Transfer,Subsidy payment
PMID0000000000324,ChildA-1254,ChildA-1254-FAM,11/8/1999,INV1999100004,81,Check,Family payment
PMID0000000000325,ChildA-1266,FAM0157,11/27/1999,INV1999100005,540,Credit Card,Family payment
PMID0000000000326,ChildA-1286,SUB002,11/26/1999,INV1999100006,1124.55,Wire Transfer,Subsidy payment
PMID0000000000327,ChildA-1286,ChildA-1286-FAM,11/18/1999,INV1999100006,198.45,Credit Card,Family payment
PMID0000000000328,ChildA-1318,IND0276,11/8/1999,INV1999100007,896,Credit Card,Family payment
PMID0000000000329,ChildA-1390,SUB002,11/25/1999,INV1999100008,761.6,Agency ACH,Subsidy payment
PMID0000000000330,ChildA-1390,ChildA-1390-FAM,11/2/1999,INV1999100008,134.4,Credit Card,Family payment
PMID0000000000331,ChildA-1494,IND0461,11/3/1999,INV1999100009,896,Check,Family payment
PMID0000000000332,ChildA-1754,FAM0256,11/4/1999,INV1999100010,540,Check,Family payment
PMID0000000000333,ChildA-1802,FAM0181,10/31/1999,INV1999100011,1323,Credit Card,Family payment
PMID0000000000334,ChildA-1912,FAM0131,11/10/1999,INV1999100012,896,Credit Card,Family payment
PMID0000000000335,ChildA-2412,IND0511,11/6/1999,INV1999100013,1323,ACH,Family payment
PMID0000000000336,ChildA-1003,IND0092,12/2/1999,INV1999110001,950,Credit Card,Family payment
PMID0000000000337,ChildA-1064,FAM0280,12/4/1999,INV1999110002,1396,ACH,Family payment
PMID0000000000338,ChildA-1073,IND0764,12/2/1999,INV1999110003,1284,Check,Family payment
PMID0000000000339,ChildA-1254,SUB002,1/1/2000,INV1999110004,459,Wire Transfer,Subsidy payment
PMID0000000000340,ChildA-1254,ChildA-1254-FAM,12/7/1999,INV1999110004,81,ACH,Family payment
PMID0000000000341,ChildA-1266,FAM0157,12/7/1999,INV1999110005,540,Credit Card,Family payment
PMID0000000000342,ChildA-1286,SUB002,12/16/1999,INV1999110006,992.25,Wire Transfer,Subsidy payment
PMID0000000000343,ChildA-1286,ChildA-1286-FAM,11/30/1999,INV1999110006,330.75,Credit Card,Family payment
PMID0000000000344,ChildA-1318,IND0276,12/10/1999,INV1999110007,896,Check,Family payment
PMID0000000000345,ChildA-1390,SUB002,12/20/1999,INV1999110008,761.6,Agency ACH,Subsidy payment
PMID0000000000346,ChildA-1390,ChildA-1390-FAM,12/2/1999,INV1999110008,134.4,Check,Family payment
PMID0000000000347,ChildA-1494,IND0461,12/9/1999,INV1999110009,896,Check,Family payment
PMID0000000000348,ChildA-1754,FAM0256,12/5/1999,INV1999110010,540,Check,Family payment
PMID0000000000349,ChildA-1802,FAM0181,12/6/1999,INV1999110011,1323,ACH,Family payment
PMID0000000000350,ChildA-1912,FAM0131,12/2/1999,INV1999110012,896,ACH,Family payment
PMID0000000000351,ChildA-2412,IND0511,12/4/1999,INV1999110013,1323,ACH,Family payment
PMID0000000000352,ChildA-1003,IND0092,1/7/2000,INV1999120001,950,Credit Card,Family payment
PMID0000000000353,ChildA-1064,FAM0280,1/7/2000,INV1999120002,1396,Check,Family payment
PMID0000000000354,ChildA-1064,FAM0280,1/10/2000,INV1999120003,950,Check,Family payment
PMID0000000000355,ChildA-1073,IND0764,1/4/2000,INV1999120004,1284,ACH,Family payment
PMID0000000000356,ChildA-1254,SUB002,2/11/2000,INV1999120005,459,Agency ACH,Subsidy payment
PMID0000000000357,ChildA-1254,ChildA-1254-FAM,1/5/2000,INV1999120005,81,Credit Card,Family payment
PMID0000000000358,ChildA-1266,FAM0157,1/3/2000,INV1999120006,540,Credit Card,Family payment
PMID0000000000359,ChildA-1286,SUB002,2/9/2000,INV1999120007,1124.55,Wire Transfer,Subsidy payment
PMID0000000000360,ChildA-1286,ChildA-1286-FAM,1/8/2000,INV1999120007,198.45,Check,Family payment
PMID0000000000361,ChildA-1318,IND0276,1/7/2000,INV1999120008,896,Check,Family payment
PMID0000000000362,ChildA-1494,IND0461,1/2/2000,INV1999120009,896,Credit Card,Family payment
PMID0000000000363,ChildA-1754,FAM0256,1/5/2000,INV1999120010,540,ACH,Family payment
PMID0000000000364,ChildA-1802,FAM0181,1/2/2000,INV1999120011,1323,Check,Family payment
PMID0000000000365,ChildA-1812,IND0652,1/1/2000,INV1999120012,1323,Check,Family payment
PMID0000000000366,ChildA-1849,FAM0022,1/3/2000,INV1999120013,1323,Credit Card,Family payment
PMID0000000000367,ChildA-1912,FAM0131,1/1/2000,INV1999120014,896,ACH,Family payment
PMID0000000000368,ChildA-2412,IND0511,1/10/2000,INV1999120015,1323,ACH,Family payment
PMID0000000000369,ChildA-1003,IND0092,2/9/2000,INV2000010001,950,ACH,Family payment
PMID0000000000370,ChildA-1003,IND0092,2/9/2000,INV2000010002,896,Credit Card,Family payment
PMID0000000000371,ChildA-1064,FAM0280,1/31/2000,INV2000010003,950,ACH,Family payment
PMID0000000000372,ChildA-1073,IND0764,2/21/2000,INV2000010004,1284,Check,Family payment
PMID0000000000373,ChildA-1248,FAM1024,2/10/2000,INV2000010005,1396,Credit Card,Family payment
PMID0000000000374,ChildA-1248,FAM1024,2/10/2000,INV2000010006,1396,Credit Card,Family payment
PMID0000000000375,ChildA-1254,SUB002,2/27/2000,INV2000010007,459,Wire Transfer,Subsidy payment
PMID0000000000376,ChildA-1254,ChildA-1254-FAM,2/7/2000,INV2000010007,81,ACH,Family payment
PMID0000000000377,ChildA-1266,FAM0157,2/5/2000,INV2000010008,540,ACH,Family payment
PMID0000000000378,ChildA-1286,SUB002,3/9/2000,INV2000010009,1124.55,Wire Transfer,Subsidy payment
PMID0000000000379,ChildA-1286,ChildA-1286-FAM,2/5/2000,INV2000010009,198.45,ACH,Family payment
PMID0000000000380,ChildA-1318,IND0276,2/1/2000,INV2000010010,896,Check,Family payment
PMID0000000000381,ChildA-1494,IND0461,2/3/2000,INV2000010011,896,Check,Family payment
PMID0000000000382,ChildA-1754,FAM0256,2/3/2000,INV2000010012,540,Check,Family payment
PMID0000000000383,ChildA-1802,FAM0181,2/4/2000,INV2000010013,1323,Check,Family payment
PMID0000000000384,ChildA-1812,IND0652,2/22/2000,INV2000010014,1323,ACH,Family payment
PMID0000000000385,ChildA-1849,FAM0022,2/9/2000,INV2000010015,1323,Check,Family payment
PMID0000000000386,ChildA-1912,FAM0131,2/1/2000,INV2000010016,912.46,Credit Card,Family payment
PMID0000000000387,ChildA-2412,IND0511,2/6/2000,INV2000010017,1323,ACH,Family payment
PMID0000000000388,ChildA-1003,IND0092,3/1/2000,INV2000020001,896,Check,Family payment
PMID0000000000389,ChildA-1064,FAM0280,3/9/2000,INV2000020002,950,ACH,Family payment
PMID0000000000390,ChildA-1073,IND0764,3/5/2000,INV2000020003,1284,Credit Card,Family payment
PMID0000000000391,ChildA-1254,SUB002,4/9/2000,INV2000020004,459,Wire Transfer,Subsidy payment
PMID0000000000392,ChildA-1254,ChildA-1254-FAM,3/8/2000,INV2000020004,81,Credit Card,Family payment
PMID0000000000393,ChildA-1266,FAM0157,3/5/2000,INV2000020005,540,ACH,Family payment
PMID0000000000394,ChildA-1286,SUB002,4/9/2000,INV2000020006,1124.55,Wire Transfer,Subsidy payment
PMID0000000000395,ChildA-1286,ChildA-1286-FAM,3/5/2000,INV2000020006,198.45,Credit Card,Family payment
PMID0000000000396,ChildA-1318,IND0276,3/4/2000,INV2000020007,896,Credit Card,Family payment
PMID0000000000397,ChildA-1494,IND0461,3/9/2000,INV2000020008,896,Credit Card,Family payment
PMID0000000000398,ChildA-1754,FAM0256,3/1/2000,INV2000020009,511.37,ACH,Family payment
PMID0000000000399,ChildA-1802,FAM0181,3/10/2000,INV2000020010,1323,Credit Card,Family payment
PMID0000000000400,ChildA-1812,IND0652,3/9/2000,INV2000020011,1323,Check,Family payment
PMID0000000000401,ChildA-1849,FAM0022,3/8/2000,INV2000020012,1323,Credit Card,Family payment
PMID0000000000402,ChildA-1912,FAM0131,3/10/2000,INV2000020013,896,Credit Card,Family payment
PMID0000000000403,ChildA-2412,IND0511,3/15/2000,INV2000020014,1323,Check,Family payment
PMID0000000000404,ChildA-1003,IND0092,4/6/2000,INV2000030001,896,ACH,Family payment
PMID0000000000405,ChildA-1064,FAM0280,3/31/2000,INV2000030002,950,Credit Card,Family payment
PMID0000000000406,ChildA-1073,IND0764,4/10/2000,INV2000030003,1284,Credit Card,Family payment
PMID0000000000407,ChildA-1254,SUB002,4/30/2000,INV2000030004,459,Wire Transfer,Subsidy payment
PMID0000000000408,ChildA-1254,ChildA-1254-FAM,4/8/2000,INV2000030004,81,ACH,Family payment
PMID0000000000409,ChildA-1266,FAM0157,4/4/2000,INV2000030005,540,ACH,Family payment
PMID0000000000410,ChildA-1286,SUB002,5/4/2000,INV2000030006,1124.55,Wire Transfer,Subsidy payment
PMID0000000000411,ChildA-1286,ChildA-1286-FAM,4/4/2000,INV2000030006,198.45,Check,Family payment
PMID0000000000412,ChildA-1318,IND0276,4/7/2000,INV2000030007,896,ACH,Family payment
PMID0000000000413,ChildA-1494,IND0461,4/4/2000,INV2000030008,896,ACH,Family payment
PMID0000000000414,ChildA-1754,FAM0256,4/6/2000,INV2000030009,540,Check,Family payment
PMID0000000000415,ChildA-1802,FAM0181,4/4/2000,INV2000030010,1323,ACH,Family payment
PMID0000000000416,ChildA-1812,IND0652,4/7/2000,INV2000030011,1323,Credit Card,Family payment
PMID0000000000417,ChildA-1849,FAM0022,4/4/2000,INV2000030012,1323,Check,Family payment
PMID0000000000418,ChildA-1912,FAM0131,3/31/2000,INV2000030013,896,Check,Family payment
PMID0000000000419,ChildA-2412,IND0511,4/1/2000,INV2000030014,1323,Credit Card,Family payment
PMID0000000000420,ChildA-2496,IND0363,4/2/2000,INV2000030015,1106,ACH,Family payment
PMID0000000000421,ChildA-1003,IND0092,5/10/2000,INV2000040001,896,Check,Family payment
PMID0000000000422,ChildA-1064,FAM0280,5/5/2000,INV2000040002,950,ACH,Family payment
PMID0000000000423,ChildA-1073,IND0764,5/9/2000,INV2000040003,1284,ACH,Family payment
PMID0000000000424,ChildA-1248,FAM1024,5/2/2000,INV2000040004,950,Check,Family payment
PMID0000000000425,ChildA-1248,FAM1024,5/6/2000,INV2000040005,950,ACH,Family payment
PMID0000000000426,ChildA-1254,SUB002,6/9/2000,INV2000040006,459,Wire Transfer,Subsidy payment
PMID0000000000427,ChildA-1254,ChildA-1254-FAM,4/30/2000,INV2000040006,81,Check,Family payment
PMID0000000000428,ChildA-1266,FAM0157,5/5/2000,INV2000040007,540,Check,Family payment
PMID0000000000429,ChildA-1286,SUB002,5/24/2000,INV2000040008,992.25,Wire Transfer,Subsidy payment
PMID0000000000430,ChildA-1286,ChildA-1286-FAM,5/8/2000,INV2000040008,330.75,Credit Card,Family payment
PMID0000000000431,ChildA-1318,IND0276,5/7/2000,INV2000040009,896,ACH,Family payment
PMID0000000000432,ChildA-1406,FAM0084,5/4/2000,INV2000040010,1105,Credit Card,Family payment
PMID0000000000433,ChildA-1494,IND0461,5/10/2000,INV2000040011,896,Credit Card,Family payment
PMID0000000000434,ChildA-1754,FAM0256,5/10/2000,INV2000040012,540,ACH,Family payment
PMID0000000000435,ChildA-1802,FAM0181,5/3/2000,INV2000040013,1323,Check,Family payment
PMID0000000000436,ChildA-1812,IND0652,5/5/2000,INV2000040014,1323,Check,Family payment
PMID0000000000437,ChildA-1849,FAM0022,5/5/2000,INV2000040015,1323,ACH,Family payment
PMID0000000000438,ChildA-1912,FAM0131,5/2/2000,INV2000040016,896,Credit Card,Family payment
PMID0000000000439,ChildA-2412,IND0511,5/4/2000,INV2000040017,1323,ACH,Family payment
PMID0000000000440,ChildA-2496,IND0363,5/9/2000,INV2000040018,1106,Credit Card,Family payment
PMID0000000000441,ChildA-1003,IND0092,6/9/2000,INV2000050001,896,Check,Family payment
PMID0000000000442,ChildA-1064,FAM0280,6/8/2000,INV2000050002,950,ACH,Family payment
PMID0000000000443,ChildA-1073,IND0764,6/9/2000,INV2000050003,1284,Credit Card,Family payment
PMID0000000000444,ChildA-1254,SUB002,7/12/2000,INV2000050004,459,Agency ACH,Subsidy payment
PMID0000000000445,ChildA-1254,ChildA-1254-FAM,6/9/2000,INV2000050004,81,Credit Card,Family payment
PMID0000000000446,ChildA-1266,FAM0157,6/9/2000,INV2000050005,540,Check,Family payment
PMID0000000000447,ChildA-1286,SUB002,7/2/2000,INV2000050006,1124.55,Agency ACH,Subsidy payment
PMID0000000000448,ChildA-1286,ChildA-1286-FAM,6/3/2000,INV2000050006,198.45,Check,Family payment
PMID0000000000449,ChildA-1318,IND0276,5/31/2000,INV2000050007,896,Credit Card,Family payment
PMID0000000000450,ChildA-1406,FAM0084,6/8/2000,INV2000050008,1105,ACH,Family payment
PMID0000000000451,ChildA-1494,IND0461,6/4/2000,INV2000050009,896,ACH,Family payment
PMID0000000000452,ChildA-1754,FAM0256,6/5/2000,INV2000050010,540,Check,Family payment
PMID0000000000453,ChildA-1802,FAM0181,6/1/2000,INV2000050011,1323,Credit Card,Family payment
PMID0000000000454,ChildA-1812,IND0652,6/28/2000,INV2000050012,1323,ACH,Family payment
PMID0000000000455,ChildA-1849,FAM0022,6/6/2000,INV2000050013,1323,ACH,Family payment
PMID0000000000456,ChildA-1912,FAM0131,6/2/2000,INV2000050014,896,ACH,Family payment
PMID0000000000457,ChildA-2412,IND0511,6/6/2000,INV2000050015,1323,Credit Card,Family payment
PMID0000000000458,ChildA-2496,IND0363,5/31/2000,INV2000050016,1106,Credit Card,Family payment
PMID0000000000459,ChildA-1003,IND0092,7/6/2000,INV2000060001,896,ACH,Family payment
PMID0000000000460,ChildA-1064,FAM0280,7/1/2000,INV2000060002,950,Check,Family payment
PMID0000000000461,ChildA-1073,IND0764,6/30/2000,INV2000060003,1284,Check,Family payment
PMID0000000000462,ChildA-1073,IND0764,7/9/2000,INV2000060004,1323,Check,Family payment
PMID0000000000463,ChildA-1254,SUB002,8/5/2000,INV2000060005,459,Agency ACH,Subsidy payment
PMID0000000000464,ChildA-1254,ChildA-1254-FAM,7/3/2000,INV2000060005,81,Check,Family payment
PMID0000000000465,ChildA-1266,FAM0157,7/9/2000,INV2000060006,540,Check,Family payment
PMID0000000000466,ChildA-1286,SUB002,7/25/2000,INV2000060007,992.25,Wire Transfer,Subsidy payment
PMID0000000000467,ChildA-1286,ChildA-1286-FAM,7/3/2000,INV2000060007,330.75,Check,Family payment
PMID0000000000468,ChildA-1318,IND0276,7/2/2000,INV2000060008,896,ACH,Family payment
PMID0000000000469,ChildA-1406,FAM0084,7/5/2000,INV2000060009,1105,Credit Card,Family payment
PMID0000000000470,ChildA-1494,IND0461,7/6/2000,INV2000060010,896,Credit Card,Family payment
PMID0000000000471,ChildA-1625,IND0840,7/7/2000,INV2000060011,1500,ACH,Family payment
PMID0000000000472,ChildA-1754,FAM0256,7/7/2000,INV2000060012,540,Check,Family payment
PMID0000000000473,ChildA-1802,FAM0181,7/2/2000,INV2000060013,1323,Check,Family payment
PMID0000000000474,ChildA-1812,IND0652,7/7/2000,INV2000060014,1323,ACH,Family payment
PMID0000000000475,ChildA-1849,FAM0022,7/4/2000,INV2000060015,1323,ACH,Family payment
PMID0000000000476,ChildA-1912,FAM0131,7/3/2000,INV2000060016,896,ACH,Family payment
PMID0000000000477,ChildA-2412,IND0511,7/5/2000,INV2000060017,1323,Credit Card,Family payment
PMID0000000000478,ChildA-2496,IND0363,7/1/2000,INV2000060018,1008.71,ACH,Family payment
PMID0000000000479,ChildA-1003,IND0092,8/6/2000,INV2000070001,896,ACH,Family payment
PMID0000000000480,ChildA-1064,FAM0280,8/8/2000,INV2000070002,950,Check,Family payment
PMID0000000000481,ChildA-1073,IND0764,8/7/2000,INV2000070003,1323,Credit Card,Family payment
PMID0000000000482,ChildA-1254,SUB002,8/29/2000,INV2000070004,459,Agency ACH,Subsidy payment
PMID0000000000483,ChildA-1254,ChildA-1254-FAM,8/5/2000,INV2000070004,81,Credit Card,Family payment
PMID0000000000484,ChildA-1266,FAM0157,8/2/2000,INV2000070005,540,ACH,Family payment
PMID0000000000485,ChildA-1286,SUB002,8/15/2000,INV2000070006,992.25,Wire Transfer,Subsidy payment
PMID0000000000486,ChildA-1286,ChildA-1286-FAM,8/2/2000,INV2000070006,330.75,Credit Card,Family payment
PMID0000000000487,ChildA-1318,IND0276,8/7/2000,INV2000070007,896,Check,Family payment
PMID0000000000488,ChildA-1406,FAM0084,8/7/2000,INV2000070008,1105,Credit Card,Family payment
PMID0000000000489,ChildA-1494,IND0461,8/5/2000,INV2000070009,896,Credit Card,Family payment
PMID0000000000490,ChildA-1625,IND0840,8/8/2000,INV2000070010,1500,Check,Family payment
PMID0000000000491,ChildA-1754,FAM0256,8/1/2000,INV2000070011,540,Credit Card,Family payment
PMID0000000000492,ChildA-1802,FAM0181,8/22/2000,INV2000070012,1071.89,Credit Card,Family payment
PMID0000000000493,ChildA-1812,IND0652,8/30/2000,INV2000070013,1323,Check,Family payment
PMID0000000000494,ChildA-1812,IND0652,7/31/2000,INV2000070014,719.05,Credit Card,Family payment
PMID0000000000495,ChildA-1849,FAM0022,8/10/2000,INV2000070015,1323,Credit Card,Family payment
PMID0000000000496,ChildA-2111,IND0414,8/1/2000,INV2000070016,540,ACH,Family payment
PMID0000000000497,ChildA-2412,IND0511,8/5/2000,INV2000070017,1323,Credit Card,Family payment
PMID0000000000498,ChildA-2488,IND0647,8/7/2000,INV2000070018,1323,ACH,Family payment
PMID0000000000499,ChildA-2496,IND0363,8/1/2000,INV2000070019,1106,Credit Card,Family payment
PMID0000000000500,ChildA-1003,IND0092,9/6/2000,INV2000080001,896,Credit Card,Family payment
